Economy_Label,CargoType_Label,Year,Metric_tons_in_millions_Value,Metric_tons_Footnote,Metric_tons_MissingValue
"Central Asia","Dry cargo discharged",2020,0,,
"Central Asia","Dry cargo discharged",2021,0,,
"Central Asia","Total goods discharged",2006,0,,
"Central Asia","Total goods discharged",2007,0,,
"Central Asia","Total goods discharged",2008,0,,
"Central Asia","Total goods discharged",2009,0,,
"Central Asia","Total goods discharged",2010,0,,
"Central Asia","Total goods discharged",2011,0,,
"Central Asia","Total goods discharged",2012,0,,
"Central Asia","Total goods discharged",2013,0,,
"Central Asia","Total goods discharged",2014,0,,
"Central Asia","Total goods discharged",2015,0,,
"Central Asia","Total goods discharged",2016,0,,
"Central Asia","Total goods discharged",2017,0,,
"Central Asia","Total goods discharged",2018,0,,
"Central Asia","Total goods discharged",2019,0,,
"Central Asia","Total goods discharged",2020,0,,
"Central Asia","Total goods discharged",2021,0,,
"Eastern Asia","Crude oil loaded",2006,8,,
"Eastern Asia","Crude oil loaded",2007,6,,
"Eastern Asia","Crude oil loaded",2008,3,,
"Eastern Asia","Crude oil loaded",2009,5,,
"Eastern Asia","Crude oil loaded",2010,3,,
"Eastern Asia","Crude oil loaded",2011,2,,
"Eastern Asia","Crude oil loaded",2012,7,,
"Eastern Asia","Crude oil loaded",2013,4,,
"Eastern Asia","Crude oil loaded",2014,7,,
"Eastern Asia","Crude oil loaded",2015,9,,
"Eastern Asia","Crude oil loaded",2016,14,,
"Eastern Asia","Crude oil loaded",2017,20,,
"Eastern Asia","Crude oil loaded",2018,16,,
"Eastern Asia","Crude oil loaded",2019,15,,
"Eastern Asia","Crude oil loaded",2020,17,,
"Eastern Asia","Crude oil loaded",2021,18,,
"Eastern Asia","Other tanker trade loaded",2006,66,,
"Eastern Asia","Other tanker trade loaded",2007,71,,
"Eastern Asia","Other tanker trade loaded",2008,75,,
"Eastern Asia","Other tanker trade loaded",2009,87,,
"Eastern Asia","Other tanker trade loaded",2010,92,,
"Eastern Asia","Other tanker trade loaded",2011,78,,
"Eastern Asia","Other tanker trade loaded",2012,95,,
"Eastern Asia","Other tanker trade loaded",2013,103,,
"Eastern Asia","Other tanker trade loaded",2014,101,,
"Eastern Asia","Other tanker trade loaded",2015,111,,
"Eastern Asia","Other tanker trade loaded",2016,157,,
"Eastern Asia","Other tanker trade loaded",2017,188,,
"Eastern Asia","Other tanker trade loaded",2018,191,,
"Eastern Asia","Other tanker trade loaded",2019,196,,
"Eastern Asia","Other tanker trade loaded",2020,178,,
"Eastern Asia","Other tanker trade loaded",2021,187,,
"Eastern Asia","Dry cargo loaded",2006,868,,
"Eastern Asia","Dry cargo loaded",2007,906,,
"Eastern Asia","Dry cargo loaded",2008,887,,
"Eastern Asia","Dry cargo loaded",2009,744,,
"Eastern Asia","Dry cargo loaded",2010,789,,
"Eastern Asia","Dry cargo loaded",2011,826,,
"Eastern Asia","Dry cargo loaded",2012,859,,
"Eastern Asia","Dry cargo loaded",2013,978,,
"Eastern Asia","Dry cargo loaded",2014,1087,,
"Eastern Asia","Dry cargo loaded",2015,1103,,
"Eastern Asia","Dry cargo loaded",2016,1107,,
"Eastern Asia","Dry cargo loaded",2017,1111,,
"Eastern Asia","Dry cargo loaded",2018,1178,,
"Eastern Asia","Dry cargo loaded",2019,1161,,
"Eastern Asia","Dry cargo loaded",2020,1149,,
"Eastern Asia","Dry cargo loaded",2021,1202,,
"Eastern Asia","Total goods loaded",2006,943,,
"Eastern Asia","Total goods loaded",2007,983,,
"Eastern Asia","Total goods loaded",2008,965,,
"Eastern Asia","Total goods loaded",2009,835,,
"Eastern Asia","Total goods loaded",2010,884,,
"Eastern Asia","Total goods loaded",2011,906,,
"Eastern Asia","Total goods loaded",2012,961,,
"Eastern Asia","Total goods loaded",2013,1085,,
"Eastern Asia","Total goods loaded",2014,1195,,
"Eastern Asia","Total goods loaded",2015,1223,,
"Eastern Asia","Total goods loaded",2016,1278,,
"Eastern Asia","Total goods loaded",2017,1319,,
"Eastern Asia","Total goods loaded",2018,1386,,
"Eastern Asia","Total goods loaded",2019,1372,,
"Eastern Asia","Total goods loaded",2020,1345,,
"Eastern Asia","Total goods loaded",2021,1407,,
"Eastern Asia","Crude oil discharged",2006,496,,
"Eastern Asia","Crude oil discharged",2007,533,,
"Eastern Asia","Crude oil discharged",2008,558,,
"Eastern Asia","Crude oil discharged",2009,526,,
"Eastern Asia","Crude oil discharged",2010,547,,
"Eastern Asia","Crude oil discharged",2011,570,,
"Eastern Asia","Crude oil discharged",2012,602,,
"Eastern Asia","Crude oil discharged",2013,607,,
"Eastern Asia","Crude oil discharged",2014,624,,
"Eastern Asia","Crude oil discharged",2015,639,,
"Eastern Asia","Crude oil discharged",2016,662,,
"Eastern Asia","Crude oil discharged",2017,730,,
"Eastern Asia","Crude oil discharged",2018,750,,
"Eastern Asia","Crude oil discharged",2019,783,,
"Eastern Asia","Crude oil discharged",2020,796,,
"Eastern Asia","Crude oil discharged",2021,790,,
"Eastern Asia","Other tanker trade discharged",2006,163,,
"Eastern Asia","Other tanker trade discharged",2007,164,,
"Eastern Asia","Other tanker trade discharged",2008,181,,
"Eastern Asia","Other tanker trade discharged",2009,190,,
"Eastern Asia","Other tanker trade discharged",2010,212,,
"Eastern Asia","Other tanker trade discharged",2011,233,,
"Eastern Asia","Other tanker trade discharged",2012,251,,
"Eastern Asia","Other tanker trade discharged",2013,271,,
"Eastern Asia","Other tanker trade discharged",2014,249,,
"Eastern Asia","Other tanker trade discharged",2015,270,,
"Eastern Asia","Other tanker trade discharged",2016,289,,
"Eastern Asia","Other tanker trade discharged",2017,329,,
"Eastern Asia","Other tanker trade discharged",2018,348,,
"Eastern Asia","Other tanker trade discharged",2019,346,,
"Eastern Asia","Other tanker trade discharged",2020,367,,
"Eastern Asia","Other tanker trade discharged",2021,366,,
"Eastern Asia","Dry cargo discharged",2006,1759,,
"Eastern Asia","Dry cargo discharged",2007,1897,,
"Eastern Asia","Dry cargo discharged",2008,1980,,
"Eastern Asia","Dry cargo discharged",2009,2069,,
"Eastern Asia","Dry cargo discharged",2010,2292,,
"Eastern Asia","Dry cargo discharged",2011,2417,,
"Eastern Asia","Dry cargo discharged",2012,2670,,
"Eastern Asia","Dry cargo discharged",2013,2922,,
"Eastern Asia","Dry cargo discharged",2014,3028,,
"Eastern Asia","Dry cargo discharged",2015,2990,,
"Eastern Asia","Dry cargo discharged",2016,3037,,
"Eastern Asia","Dry cargo discharged",2017,3207,,
"Eastern Asia","Dry cargo discharged",2018,3276,,
"Eastern Asia","Dry cargo discharged",2019,3421,,
"Eastern Asia","Dry cargo discharged",2020,3502,,
"Eastern Asia","Dry cargo discharged",2021,3520,,
"Eastern Asia","Total goods discharged",2006,2418,,
"Eastern Asia","Total goods discharged",2007,2594,,
"Eastern Asia","Total goods discharged",2008,2719,,
"Eastern Asia","Total goods discharged",2009,2785,,
"Eastern Asia","Total goods discharged",2010,3051,,
"Eastern Asia","Total goods discharged",2011,3219,,
"Eastern Asia","Total goods discharged",2012,3523,,
"Eastern Asia","Total goods discharged",2013,3800,,
"Eastern Asia","Total goods discharged",2014,3901,,
"Eastern Asia","Total goods discharged",2015,3899,,
"Eastern Asia","Total goods discharged",2016,3988,,
"Eastern Asia","Total goods discharged",2017,4265,,
"Eastern Asia","Total goods discharged",2018,4375,,
"Eastern Asia","Total goods discharged",2019,4550,,
"Eastern Asia","Total goods discharged",2020,4665,,
"Eastern Asia","Total goods discharged",2021,4677,,
"South-eastern Asia","Crude oil loaded",2006,60,,
"South-eastern Asia","Crude oil loaded",2007,56,,
"South-eastern Asia","Crude oil loaded",2008,58,,
"South-eastern Asia","Crude oil loaded",2009,48,,
"South-eastern Asia","Crude oil loaded",2010,68,,
"South-eastern Asia","Crude oil loaded",2011,58,,
"South-eastern Asia","Crude oil loaded",2012,51,,
"South-eastern Asia","Crude oil loaded",2013,48,,
"South-eastern Asia","Crude oil loaded",2014,47,,
"South-eastern Asia","Crude oil loaded",2015,50,,
"South-eastern Asia","Crude oil loaded",2016,50,,
"South-eastern Asia","Crude oil loaded",2017,49,,
"South-eastern Asia","Crude oil loaded",2018,44,,
"South-eastern Asia","Crude oil loaded",2019,36,,
"South-eastern Asia","Crude oil loaded",2020,38,,
"South-eastern Asia","Crude oil loaded",2021,33,,
"South-eastern Asia","Other tanker trade loaded",2006,96,,
"South-eastern Asia","Other tanker trade loaded",2007,98,,
"South-eastern Asia","Other tanker trade loaded",2008,76,,
"South-eastern Asia","Other tanker trade loaded",2009,95,,
"South-eastern Asia","Other tanker trade loaded",2010,80,,
"South-eastern Asia","Other tanker trade loaded",2011,130,,
"South-eastern Asia","Other tanker trade loaded",2012,95,,
"South-eastern Asia","Other tanker trade loaded",2013,126,,
"South-eastern Asia","Other tanker trade loaded",2014,132,,
"South-eastern Asia","Other tanker trade loaded",2015,133,,
"South-eastern Asia","Other tanker trade loaded",2016,129,,
"South-eastern Asia","Other tanker trade loaded",2017,129,,
"South-eastern Asia","Other tanker trade loaded",2018,131,,
"South-eastern Asia","Other tanker trade loaded",2019,157,,
"South-eastern Asia","Other tanker trade loaded",2020,160,,
"South-eastern Asia","Other tanker trade loaded",2021,137,,
"South-eastern Asia","Dry cargo loaded",2006,722,,
"South-eastern Asia","Dry cargo loaded",2007,779,,
"South-eastern Asia","Dry cargo loaded",2008,838,,
"South-eastern Asia","Dry cargo loaded",2009,841,,
"South-eastern Asia","Dry cargo loaded",2010,812,,
"South-eastern Asia","Dry cargo loaded",2011,859,,
"South-eastern Asia","Dry cargo loaded",2012,999,,
"South-eastern Asia","Dry cargo loaded",2013,1038,,
"South-eastern Asia","Dry cargo loaded",2014,1003,,
"South-eastern Asia","Dry cargo loaded",2015,950,,
"South-eastern Asia","Dry cargo loaded",2016,944,,
"South-eastern Asia","Dry cargo loaded",2017,1041,,
"South-eastern Asia","Dry cargo loaded",2018,1060,,
"South-eastern Asia","Dry cargo loaded",2019,1098,,
"South-eastern Asia","Dry cargo loaded",2020,1090,,
"South-eastern Asia","Dry cargo loaded",2021,1147,,
"South-eastern Asia","Total goods loaded",2006,878,,
"South-eastern Asia","Total goods loaded",2007,934,,
"South-eastern Asia","Total goods loaded",2008,971,,
"South-eastern Asia","Total goods loaded",2009,983,,
"South-eastern Asia","Total goods loaded",2010,960,,
"South-eastern Asia","Total goods loaded",2011,1046,,
"South-eastern Asia","Total goods loaded",2012,1144,,
"South-eastern Asia","Total goods loaded",2013,1212,,
"South-eastern Asia","Total goods loaded",2014,1182,,
"South-eastern Asia","Total goods loaded",2015,1133,,
"South-eastern Asia","Total goods loaded",2016,1124,,
"South-eastern Asia","Total goods loaded",2017,1220,,
"South-eastern Asia","Total goods loaded",2018,1235,,
"South-eastern Asia","Total goods loaded",2019,1291,,
"South-eastern Asia","Total goods loaded",2020,1288,,
"South-eastern Asia","Total goods loaded",2021,1316,,
"South-eastern Asia","Crude oil discharged",2006,114,,
"South-eastern Asia","Crude oil discharged",2007,131,,
"South-eastern Asia","Crude oil discharged",2008,115,,
"South-eastern Asia","Crude oil discharged",2009,115,,
"South-eastern Asia","Crude oil discharged",2010,123,,
"South-eastern Asia","Crude oil discharged",2011,129,,
"South-eastern Asia","Crude oil discharged",2012,112,,
"South-eastern Asia","Crude oil discharged",2013,124,,
"South-eastern Asia","Crude oil discharged",2014,118,,
"South-eastern Asia","Crude oil discharged",2015,125,,
"South-eastern Asia","Crude oil discharged",2016,143,,
"South-eastern Asia","Crude oil discharged",2017,136,,
"South-eastern Asia","Crude oil discharged",2018,147,,
"South-eastern Asia","Crude oil discharged",2019,136,,
"South-eastern Asia","Crude oil discharged",2020,134,,
"South-eastern Asia","Crude oil discharged",2021,133,,
"South-eastern Asia","Other tanker trade discharged",2006,94,,
"South-eastern Asia","Other tanker trade discharged",2007,103,,
"South-eastern Asia","Other tanker trade discharged",2008,108,,
"South-eastern Asia","Other tanker trade discharged",2009,91,,
"South-eastern Asia","Other tanker trade discharged",2010,107,,
"South-eastern Asia","Other tanker trade discharged",2011,120,,
"South-eastern Asia","Other tanker trade discharged",2012,102,,
"South-eastern Asia","Other tanker trade discharged",2013,104,,
"South-eastern Asia","Other tanker trade discharged",2014,127,,
"South-eastern Asia","Other tanker trade discharged",2015,166,,
"South-eastern Asia","Other tanker trade discharged",2016,161,,
"South-eastern Asia","Other tanker trade discharged",2017,151,,
"South-eastern Asia","Other tanker trade discharged",2018,163,,
"South-eastern Asia","Other tanker trade discharged",2019,170,,
"South-eastern Asia","Other tanker trade discharged",2020,162,,
"South-eastern Asia","Other tanker trade discharged",2021,169,,
"South-eastern Asia","Dry cargo discharged",2006,327,,
"South-eastern Asia","Dry cargo discharged",2007,333,,
"South-eastern Asia","Dry cargo discharged",2008,349,,
"South-eastern Asia","Dry cargo discharged",2009,332,,
"South-eastern Asia","Dry cargo discharged",2010,335,,
"South-eastern Asia","Dry cargo discharged",2011,359,,
"South-eastern Asia","Dry cargo discharged",2012,373,,
"South-eastern Asia","Dry cargo discharged",2013,415,,
"South-eastern Asia","Dry cargo discharged",2014,461,,
"South-eastern Asia","Dry cargo discharged",2015,496,,
"South-eastern Asia","Dry cargo discharged",2016,606,,
"South-eastern Asia","Dry cargo discharged",2017,620,,
"South-eastern Asia","Dry cargo discharged",2018,638,,
"South-eastern Asia","Dry cargo discharged",2019,640,,
"South-eastern Asia","Dry cargo discharged",2020,642,,
"South-eastern Asia","Dry cargo discharged",2021,686,,
"South-eastern Asia","Total goods discharged",2006,536,,
"South-eastern Asia","Total goods discharged",2007,567,,
"South-eastern Asia","Total goods discharged",2008,571,,
"South-eastern Asia","Total goods discharged",2009,538,,
"South-eastern Asia","Total goods discharged",2010,565,,
"South-eastern Asia","Total goods discharged",2011,608,,
"South-eastern Asia","Total goods discharged",2012,587,,
"South-eastern Asia","Total goods discharged",2013,642,,
"South-eastern Asia","Total goods discharged",2014,707,,
"South-eastern Asia","Total goods discharged",2015,787,,
"South-eastern Asia","Total goods discharged",2016,910,,
"South-eastern Asia","Total goods discharged",2017,908,,
"South-eastern Asia","Total goods discharged",2018,947,,
"South-eastern Asia","Total goods discharged",2019,947,,
"South-eastern Asia","Total goods discharged",2020,938,,
"South-eastern Asia","Total goods discharged",2021,988,,
"Southern Asia","Crude oil loaded",2006,124,,
"Southern Asia","Crude oil loaded",2007,123,,
"Southern Asia","Crude oil loaded",2008,127,,
"Southern Asia","Crude oil loaded",2009,103,,
"Southern Asia","Crude oil loaded",2010,121,,
"Southern Asia","Crude oil loaded",2011,111,,
"Southern Asia","Crude oil loaded",2012,63,,
"Southern Asia","Crude oil loaded",2013,55,,
"Southern Asia","Crude oil loaded",2014,48,,
"Southern Asia","Crude oil loaded",2015,50,,
"Southern Asia","Crude oil loaded",2016,93,,
"Southern Asia","Crude oil loaded",2017,106,,
"Southern Asia","Crude oil loaded",2018,89,,
"Southern Asia","Crude oil loaded",2019,56,,
"Southern Asia","Crude oil loaded",2020,39,,
"Southern Asia","Crude oil loaded",2021,45,,
"Southern Asia","Other tanker trade loaded",2006,45,,
"Southern Asia","Other tanker trade loaded",2007,47,,
"Southern Asia","Other tanker trade loaded",2008,48,,
"Southern Asia","Other tanker trade loaded",2009,47,,
"Southern Asia","Other tanker trade loaded",2010,46,,
"Southern Asia","Other tanker trade loaded",2011,50,,
"Southern Asia","Other tanker trade loaded",2012,64,,
"Southern Asia","Other tanker trade loaded",2013,82,,
"Southern Asia","Other tanker trade loaded",2014,79,,
"Southern Asia","Other tanker trade loaded",2015,87,,
"Southern Asia","Other tanker trade loaded",2016,84,,
"Southern Asia","Other tanker trade loaded",2017,79,,
"Southern Asia","Other tanker trade loaded",2018,87,,
"Southern Asia","Other tanker trade loaded",2019,92,,
"Southern Asia","Other tanker trade loaded",2020,84,,
"Southern Asia","Other tanker trade loaded",2021,97,,
"Southern Asia","Dry cargo loaded",2006,190,,
"Southern Asia","Dry cargo loaded",2007,197,,
"Southern Asia","Dry cargo loaded",2008,200,,
"Southern Asia","Dry cargo loaded",2009,204,,
"Southern Asia","Dry cargo loaded",2010,263,,
"Southern Asia","Dry cargo loaded",2011,258,,
"Southern Asia","Dry cargo loaded",2012,246,,
"Southern Asia","Dry cargo loaded",2013,232,,
"Southern Asia","Dry cargo loaded",2014,244,,
"Southern Asia","Dry cargo loaded",2015,231,,
"Southern Asia","Dry cargo loaded",2016,206,,
"Southern Asia","Dry cargo loaded",2017,180,,
"Southern Asia","Dry cargo loaded",2018,185,,
"Southern Asia","Dry cargo loaded",2019,217,,
"Southern Asia","Dry cargo loaded",2020,219,,
"Southern Asia","Dry cargo loaded",2021,244,,
"Southern Asia","Total goods loaded",2006,359,,
"Southern Asia","Total goods loaded",2007,367,,
"Southern Asia","Total goods loaded",2008,376,,
"Southern Asia","Total goods loaded",2009,355,,
"Southern Asia","Total goods loaded",2010,430,,
"Southern Asia","Total goods loaded",2011,419,,
"Southern Asia","Total goods loaded",2012,373,,
"Southern Asia","Total goods loaded",2013,369,,
"Southern Asia","Total goods loaded",2014,371,,
"Southern Asia","Total goods loaded",2015,368,,
"Southern Asia","Total goods loaded",2016,384,,
"Southern Asia","Total goods loaded",2017,366,,
"Southern Asia","Total goods loaded",2018,361,,
"Southern Asia","Total goods loaded",2019,365,,
"Southern Asia","Total goods loaded",2020,343,,
"Southern Asia","Total goods loaded",2021,386,,
"Southern Asia","Crude oil discharged",2006,119,,
"Southern Asia","Crude oil discharged",2007,125,,
"Southern Asia","Crude oil discharged",2008,106,,
"Southern Asia","Crude oil discharged",2009,153,,
"Southern Asia","Crude oil discharged",2010,154,,
"Southern Asia","Crude oil discharged",2011,154,,
"Southern Asia","Crude oil discharged",2012,170,,
"Southern Asia","Crude oil discharged",2013,195,,
"Southern Asia","Crude oil discharged",2014,199,,
"Southern Asia","Crude oil discharged",2015,202,,
"Southern Asia","Crude oil discharged",2016,243,,
"Southern Asia","Crude oil discharged",2017,231,,
"Southern Asia","Crude oil discharged",2018,245,,
"Southern Asia","Crude oil discharged",2019,234,,
"Southern Asia","Crude oil discharged",2020,231,,
"Southern Asia","Crude oil discharged",2021,221,,
"Southern Asia","Other tanker trade discharged",2006,26,,
"Southern Asia","Other tanker trade discharged",2007,28,,
"Southern Asia","Other tanker trade discharged",2008,33,,
"Southern Asia","Other tanker trade discharged",2009,35,,
"Southern Asia","Other tanker trade discharged",2010,34,,
"Southern Asia","Other tanker trade discharged",2011,30,,
"Southern Asia","Other tanker trade discharged",2012,36,,
"Southern Asia","Other tanker trade discharged",2013,31,,
"Southern Asia","Other tanker trade discharged",2014,31,,
"Southern Asia","Other tanker trade discharged",2015,36,,
"Southern Asia","Other tanker trade discharged",2016,84,,
"Southern Asia","Other tanker trade discharged",2017,67,,
"Southern Asia","Other tanker trade discharged",2018,67,,
"Southern Asia","Other tanker trade discharged",2019,80,,
"Southern Asia","Other tanker trade discharged",2020,74,,
"Southern Asia","Other tanker trade discharged",2021,74,,
"Southern Asia","Dry cargo discharged",2006,239,,
"Southern Asia","Dry cargo discharged",2007,264,,
"Southern Asia","Dry cargo discharged",2008,370,,
"Southern Asia","Dry cargo discharged",2009,385,,
"Southern Asia","Dry cargo discharged",2010,391,,
"Southern Asia","Dry cargo discharged",2011,409,,
"Southern Asia","Dry cargo discharged",2012,379,,
"Southern Asia","Dry cargo discharged",2013,367,,
"Southern Asia","Dry cargo discharged",2014,387,,
"Southern Asia","Dry cargo discharged",2015,401,,
"Southern Asia","Dry cargo discharged",2016,361,,
"Southern Asia","Dry cargo discharged",2017,441,,
"Southern Asia","Dry cargo discharged",2018,466,,
"Southern Asia","Dry cargo discharged",2019,474,,
"Southern Asia","Dry cargo discharged",2020,461,,
"Southern Asia","Dry cargo discharged",2021,467,,
"Southern Asia","Total goods discharged",2006,383,,
"Southern Asia","Total goods discharged",2007,417,,
"Southern Asia","Total goods discharged",2008,508,,
"Southern Asia","Total goods discharged",2009,573,,
"Southern Asia","Total goods discharged",2010,579,,
"Southern Asia","Total goods discharged",2011,593,,
"Southern Asia","Total goods discharged",2012,585,,
"Southern Asia","Total goods discharged",2013,592,,
"Southern Asia","Total goods discharged",2014,617,,
"Southern Asia","Total goods discharged",2015,640,,
"Southern Asia","Total goods discharged",2016,688,,
"Southern Asia","Total goods discharged",2017,739,,
"Southern Asia","Total goods discharged",2018,778,,
"Southern Asia","Total goods discharged",2019,789,,
"Southern Asia","Total goods discharged",2020,766,,
"Southern Asia","Total goods discharged",2021,762,,
"Western Asia","Crude oil loaded",2006,733,,
"Western Asia","Crude oil loaded",2007,758,,
"Western Asia","Crude oil loaded",2008,716,,
"Western Asia","Crude oil loaded",2009,719,,
"Western Asia","Crude oil loaded",2010,744,,
"Western Asia","Crude oil loaded",2011,737,,
"Western Asia","Crude oil loaded",2012,785,,
"Western Asia","Crude oil loaded",2013,802,,
"Western Asia","Crude oil loaded",2014,798,,
"Western Asia","Crude oil loaded",2015,839,,
"Western Asia","Crude oil loaded",2016,841,,
"Western Asia","Crude oil loaded",2017,821,,
"Western Asia","Crude oil loaded",2018,823,,
"Western Asia","Crude oil loaded",2019,772,,
"Western Asia","Crude oil loaded",2020,759,,
"Western Asia","Crude oil loaded",2021,774,,
"Western Asia","Other tanker trade loaded",2006,161,,
"Western Asia","Other tanker trade loaded",2007,158,,
"Western Asia","Other tanker trade loaded",2008,164,,
"Western Asia","Other tanker trade loaded",2009,139,,
"Western Asia","Other tanker trade loaded",2010,157,,
"Western Asia","Other tanker trade loaded",2011,148,,
"Western Asia","Other tanker trade loaded",2012,159,,
"Western Asia","Other tanker trade loaded",2013,138,,
"Western Asia","Other tanker trade loaded",2014,169,,
"Western Asia","Other tanker trade loaded",2015,201,,
"Western Asia","Other tanker trade loaded",2016,237,,
"Western Asia","Other tanker trade loaded",2017,212,,
"Western Asia","Other tanker trade loaded",2018,213,,
"Western Asia","Other tanker trade loaded",2019,220,,
"Western Asia","Other tanker trade loaded",2020,199,,
"Western Asia","Other tanker trade loaded",2021,230,,
"Western Asia","Dry cargo loaded",2006,181,,
"Western Asia","Dry cargo loaded",2007,212,,
"Western Asia","Dry cargo loaded",2008,213,,
"Western Asia","Dry cargo loaded",2009,201,,
"Western Asia","Dry cargo loaded",2010,210,,
"Western Asia","Dry cargo loaded",2011,253,,
"Western Asia","Dry cargo loaded",2012,267,,
"Western Asia","Dry cargo loaded",2013,277,,
"Western Asia","Dry cargo loaded",2014,329,,
"Western Asia","Dry cargo loaded",2015,333,,
"Western Asia","Dry cargo loaded",2016,395,,
"Western Asia","Dry cargo loaded",2017,479,,
"Western Asia","Dry cargo loaded",2018,497,,
"Western Asia","Dry cargo loaded",2019,501,,
"Western Asia","Dry cargo loaded",2020,449,,
"Western Asia","Dry cargo loaded",2021,462,,
"Western Asia","Total goods loaded",2006,1075,,
"Western Asia","Total goods loaded",2007,1128,,
"Western Asia","Total goods loaded",2008,1093,,
"Western Asia","Total goods loaded",2009,1059,,
"Western Asia","Total goods loaded",2010,1111,,
"Western Asia","Total goods loaded",2011,1139,,
"Western Asia","Total goods loaded",2012,1211,,
"Western Asia","Total goods loaded",2013,1217,,
"Western Asia","Total goods loaded",2014,1295,,
"Western Asia","Total goods loaded",2015,1373,,
"Western Asia","Total goods loaded",2016,1473,,
"Western Asia","Total goods loaded",2017,1513,,
"Western Asia","Total goods loaded",2018,1533,,
"Western Asia","Total goods loaded",2019,1492,,
"Western Asia","Total goods loaded",2020,1408,,
"Western Asia","Total goods loaded",2021,1466,,
"Western Asia","Crude oil discharged",2006,37,,
"Western Asia","Crude oil discharged",2007,44,,
"Western Asia","Crude oil discharged",2008,42,,
"Western Asia","Crude oil discharged",2009,33,,
"Western Asia","Crude oil discharged",2010,34,,
"Western Asia","Crude oil discharged",2011,33,,
"Western Asia","Crude oil discharged",2012,33,,
"Western Asia","Crude oil discharged",2013,31,,
"Western Asia","Crude oil discharged",2014,30,,
"Western Asia","Crude oil discharged",2015,33,,
"Western Asia","Crude oil discharged",2016,49,,
"Western Asia","Crude oil discharged",2017,54,,
"Western Asia","Crude oil discharged",2018,51,,
"Western Asia","Crude oil discharged",2019,48,,
"Western Asia","Crude oil discharged",2020,36,,
"Western Asia","Crude oil discharged",2021,36,,
"Western Asia","Other tanker trade discharged",2006,55,,
"Western Asia","Other tanker trade discharged",2007,56,,
"Western Asia","Other tanker trade discharged",2008,59,,
"Western Asia","Other tanker trade discharged",2009,58,,
"Western Asia","Other tanker trade discharged",2010,58,,
"Western Asia","Other tanker trade discharged",2011,60,,
"Western Asia","Other tanker trade discharged",2012,68,,
"Western Asia","Other tanker trade discharged",2013,69,,
"Western Asia","Other tanker trade discharged",2014,74,,
"Western Asia","Other tanker trade discharged",2015,85,,
"Western Asia","Other tanker trade discharged",2016,77,,
"Western Asia","Other tanker trade discharged",2017,95,,
"Western Asia","Other tanker trade discharged",2018,95,,
"Western Asia","Other tanker trade discharged",2019,78,,
"Western Asia","Other tanker trade discharged",2020,71,,
"Western Asia","Other tanker trade discharged",2021,71,,
"Western Asia","Dry cargo discharged",2006,353,,
"Western Asia","Dry cargo discharged",2007,375,,
"Western Asia","Dry cargo discharged",2008,375,,
"Western Asia","Dry cargo discharged",2009,330,,
"Western Asia","Dry cargo discharged",2010,343,,
"Western Asia","Dry cargo discharged",2011,378,,
"Western Asia","Dry cargo discharged",2012,398,,
"Western Asia","Dry cargo discharged",2013,417,,
"Western Asia","Dry cargo discharged",2014,428,,
"Western Asia","Dry cargo discharged",2015,460,,
"Western Asia","Dry cargo discharged",2016,472,,
"Western Asia","Dry cargo discharged",2017,476,,
"Western Asia","Dry cargo discharged",2018,494,,
"Western Asia","Dry cargo discharged",2019,503,,
"Western Asia","Dry cargo discharged",2020,483,,
"Western Asia","Dry cargo discharged",2021,521,,
"Western Asia","Total goods discharged",2006,444,,
"Western Asia","Total goods discharged",2007,475,,
"Western Asia","Total goods discharged",2008,477,,
"Western Asia","Total goods discharged",2009,420,,
"Western Asia","Total goods discharged",2010,436,,
"Western Asia","Total goods discharged",2011,471,,
"Western Asia","Total goods discharged",2012,500,,
"Western Asia","Total goods discharged",2013,518,,
"Western Asia","Total goods discharged",2014,533,,
"Western Asia","Total goods discharged",2015,579,,
"Western Asia","Total goods discharged",2016,599,,
"Western Asia","Total goods discharged",2017,624,,
"Western Asia","Total goods discharged",2018,640,,
"Western Asia","Total goods discharged",2019,629,,
"Western Asia","Total goods discharged",2020,591,,
"Western Asia","Total goods discharged",2021,628,,
"Oceania","Crude oil loaded",2006,11,,
"Oceania","Crude oil loaded",2007,15,,
"Oceania","Crude oil loaded",2008,18,,
"Oceania","Crude oil loaded",2009,14,,
"Oceania","Crude oil loaded",2010,18,,
"Oceania","Crude oil loaded",2011,17,,
"Oceania","Crude oil loaded",2012,17,,
"Oceania","Crude oil loaded",2013,16,,
"Oceania","Crude oil loaded",2014,14,,
"Oceania","Crude oil loaded",2015,15,,
"Oceania","Crude oil loaded",2016,15,,
"Oceania","Crude oil loaded",2017,12,,
"Oceania","Crude oil loaded",2018,14,,
"Oceania","Crude oil loaded",2019,13,,
"Oceania","Crude oil loaded",2020,14,,
"Oceania","Crude oil loaded",2021,14,,
"Oceania","Other tanker trade loaded",2006,4,,
"Oceania","Other tanker trade loaded",2007,4,,
"Oceania","Other tanker trade loaded",2008,4,,
"Oceania","Other tanker trade loaded",2009,5,,
"Oceania","Other tanker trade loaded",2010,5,,
"Oceania","Other tanker trade loaded",2011,11,,
"Oceania","Other tanker trade loaded",2012,21,,
"Oceania","Other tanker trade loaded",2013,35,,
"Oceania","Other tanker trade loaded",2014,42,,
"Oceania","Other tanker trade loaded",2015,47,,
"Oceania","Other tanker trade loaded",2016,49,,
"Oceania","Other tanker trade loaded",2017,57,,
